직군 정보,company_kind,mid_company_kind,big_company_kind
,접착제젤라틴제조업,석유·화학·에너지,제조·화학
,식품첨가물제조업,식품가공·개발,제조·화학
,자동차용엔진제조업,기계·설비·자동차,제조·화학
,선박구성부분품제조업,조선·항공·우주,제조·화학
,선박건조업,조선·항공·우주,제조·화학
,과자류코코아제품제조업,식품가공·개발,제조·화학
,광고대행업,광고·홍보·전시,미디어·디자인
,부동산업,부동산·임대·중개,건설업
,전동기발전기제조업,석유·화학·에너지,제조·화학
,주거용건물임대업,부동산·임대·중개,건설업
,부동산개발공급업,건설·건축·토목·시공,건설업
,부동산업,부동산·임대·중개,건설업
,자동차신품부품내장품판매업,판매,판매∙유통
,스포츠오락관련서비스업,레저·스포츠·여가,서비스업
,컴퓨터시스템통합자문구축서비스업,IT컨설팅,IT·웹·통신
,비주거용건물임대업,부동산·임대·중개,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,담배도매업,유통·무역·상사,판매∙유통
,호텔업,호텔·여행·항공,서비스업
,상품종합중개업,유통·무역·상사,판매∙유통
,해수면양식어업,농업·어업·광업·임업,제조·화학
,애니메이션영화비디오물제작업,영화·배급·음악,미디어·디자인
,육류가공업,식품가공·개발,제조·화학
,비주거용건물임대업,부동산·임대·중개,건설업
,일반서적출판업,출판·인쇄·사진,미디어·디자인
,데이터베이스온라인정보제공업,솔루션·SI·ERP·CRM,IT·웹·통신
,전자부품제조업,전기·전자·제어,제조·화학
,직물도매업,유통·무역·상사,판매∙유통
,부동산개발공급업,건설·건축·토목·시공,건설업
,음악오디오물출판업,영화·배급·음악,미디어·디자인
,호환성공구제조업,기타제조업,제조·화학
,스포츠오락관련서비스업,레저·스포츠·여가,서비스업
,자동차트레일러제조업,기계·설비·자동차,제조·화학
,휴양콘도운영업,호텔·여행·항공,서비스업
,아파트건설업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,부동산임대업,부동산·임대·중개,건설업
,통신판매업,판매,판매∙유통
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,임시일용인력공급업,시설관리·경비·용역,서비스업
,아파트건설업,건설·건축·토목·시공,건설업
,시계귀금속제품도매업,유통·무역·상사,판매∙유통
,아파트건설업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,주거용건물건설업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,곡물가공품전분전분제품제조업,식품가공·개발,제조·화학
,아파트건설업,건설·건축·토목·시공,건설업
,전자부품컴퓨터영상음향통신장비제조업,전기·전자·제어,제조·화학
,전자부품제조업,전기·전자·제어,제조·화학
,지주회사,기타금융,은행·금융업
,전기용기계장비관련기자재도매업,유통·무역·상사,판매∙유통
,특수목적용기계제조업,기계·설비·자동차,제조·화학
,지상파방송업,방송사·케이블,미디어·디자인
,지주회사,기타금융,은행·금융업
,초등교육기관,초중고·대학,교육업
,출판업,출판·인쇄·사진,미디어·디자인
,유원지오락관련서비스업,레저·스포츠·여가,서비스업
,아파트건설업,건설·건축·토목·시공,건설업
,선박구성부분품제조업,조선·항공·우주,제조·화학
,건설토목공사용기계장비임대업,렌탈·임대,서비스업
,전자감지장치제조업,전기·전자·제어,제조·화학
,화학물질화학제품도매업,유통·무역·상사,판매∙유통
,지주회사,기타금융,은행·금융업
,부동산업,부동산·임대·중개,건설업
,오프셋인쇄업,출판·인쇄·사진,미디어·디자인
,정형내화요업제품제조업,금속·재료·철강·요업,제조·화학
,종합스포츠시설운영업,레저·스포츠·여가,서비스업
,기관구내식당업,외식업·식음료,서비스업
,온라인모바일게임소프트웨어개발공급업,게임,IT·웹·통신
,대형마트,판매,판매∙유통
,증류기열교환기가스발생기제조업,기계·설비·자동차,제조·화학
,게임소프트웨어개발공급업,게임,IT·웹·통신
,전자상거래소매중개업,유통·무역·상사,판매∙유통
,다이오드트랜지스터유사반도체소자제조업,반도체·광학·LCD,제조·화학
,남녀용겉옷셔츠도매업,유통·무역·상사,판매∙유통
,콜센터텔레마케팅서비스업,기타서비스업,서비스업
,광고대행업,광고·홍보·전시,미디어·디자인
,기초무기화학물질제조업,석유·화학·에너지,제조·화학
,상품종합도매업,유통·무역·상사,판매∙유통
,다이오드트랜지스터유사반도체소자제조업,반도체·광학·LCD,제조·화학
,부동산개발공급업,건설·건축·토목·시공,건설업
,임시일용인력공급업,시설관리·경비·용역,서비스업
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,절연선케이블제조업,전기·전자·제어,제조·화학
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,절연코드세트도체제조업,전기·전자·제어,제조·화학
,부동산개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,일반기계장비수리업,AS·카센터·주유,서비스업
,금속제품도매업,유통·무역·상사,판매∙유통
,무선통신장비제조업,네트워크·통신·모바일,IT·웹·통신
,시스템소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,육상여객운송업,운송·운수·물류,판매∙유통
,아파트건설업,건설·건축·토목·시공,건설업
,건축설계관련서비스업,건설·건축·토목·시공,건설업
,강관제조업,금속·재료·철강·요업,제조·화학
,부동산임대업,부동산·임대·중개,건설업
,부동산업,부동산·임대·중개,건설업
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,의약품제조업,제약·보건·바이오,제조·화학
,바이오연료혼합물제조업,석유·화학·에너지,제조·화학
,의약용화합물항생물질제조업,제약·보건·바이오,제조·화학
,표면가공목재특정목적용제재목제조업,가구·목재·제지,제조·화학
,광고대행업,광고·홍보·전시,미디어·디자인
,화장품화장용품도매업,유통·무역·상사,판매∙유통
,음식점업,외식업·식음료,서비스업
,전자부품제조업,전기·전자·제어,제조·화학
,자동차신품부품제조업,기계·설비·자동차,제조·화학
,백화점,판매,판매∙유통
,대형마트,판매,판매∙유통
,패션섬유류전문디자인업,섬유·의류·패션,제조·화학
,편조의복제조업,섬유·의류·패션,제조·화학
,내륙수상여객화물운송업,운송·운수·물류,판매∙유통
,휴양콘도운영업,호텔·여행·항공,서비스업
,종합소매업,판매,판매∙유통
,체인화편의점,유통·무역·상사,판매∙유통
,슈퍼마켓,판매,판매∙유통
,전자상거래소매중개업,유통·무역·상사,판매∙유통
,컴퓨터주변장치소프트웨어도매업,유통·무역·상사,판매∙유통
,정보서비스업,IT컨설팅,IT·웹·통신
,자동차용신품동력전달장치제조업,기계·설비·자동차,제조·화학
,지주회사,기타금융,은행·금융업
,의료용품의약관련제품제조업,제약·보건·바이오,의료·제약·복지
,인쇄회로기판용적층판제조업,전기·전자·제어,제조·화학
,인쇄회로기판전자부품실장기판제조업,전기·전자·제어,제조·화학
,석유화학계기초화학물질제조업,석유·화학·에너지,제조·화학
,축전지제조업,전기·전자·제어,제조·화학
,다이오드트랜지스터유사반도체소자제조업,반도체·광학·LCD,제조·화학
,화학제품제조업,석유·화학·에너지,제조·화학
,절연선케이블제조업,전기·전자·제어,제조·화학
,반도체제조용기계제조업,반도체·광학·LCD,제조·화학
,유원지테마파크운영업,레저·스포츠·여가,서비스업
,강관제조업,금속·재료·철강·요업,제조·화학
,전문도매업,유통·무역·상사,판매∙유통
,전문도매업,유통·무역·상사,판매∙유통
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,주거용건물임대업,부동산·임대·중개,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,프로그램공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,발광다이오드제조업,반도체·광학·LCD,제조·화학
,데이터베이스온라인정보제공업,솔루션·SI·ERP·CRM,IT·웹·통신
,비주거용건물건설업,건설·건축·토목·시공,건설업
,컴퓨터주변장치소프트웨어도매업,유통·무역·상사,판매∙유통
,부동산임대공급업,부동산·임대·중개,건설업
,컴퓨터주변장치제조업,전기·전자·제어,제조·화학
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,기술시험검사분석업,연구소·컨설팅·조사,기관∙협회
,경주장운영업,시설관리·경비·용역,서비스업
,소매업자동차제외,판매,판매∙유통
,의약품도매업,유통·무역·상사,판매∙유통
,상품종합도매업,유통·무역·상사,판매∙유통
,화물포장검수계량서비스업,유통·무역·상사,판매∙유통
,통신판매업,판매,판매∙유통
,공연시설운영업,레저·스포츠·여가,서비스업
,전자상거래소매중개업,유통·무역·상사,판매∙유통
,지주회사,기타금융,은행·금융업
,인쇄회로기판용적층판제조업,전기·전자·제어,제조·화학
,부동산업,부동산·임대·중개,건설업
,종이원지판지종이상자도매업,유통·무역·상사,판매∙유통
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,비주거용건물임대업,부동산·임대·중개,건설업
,원목건축관련목제품도매업,유통·무역·상사,판매∙유통
,아파트건설업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,식물원동물원운영업,기타서비스업,서비스업
,폐수처리업,환경·설비,건설업
,증류기열교환기가스발생기제조업,기계·설비·자동차,제조·화학
,전기용기계장비관련기자재도매업,유통·무역·상사,판매∙유통
,토공사업,건설·건축·토목·시공,건설업
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,자동차용전용신품부품판매업,판매,판매∙유통
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,비알코올음료제조업,식품가공·개발,제조·화학
,비알코올음료제조업,식품가공·개발,제조·화학
,상품종합도매업,유통·무역·상사,판매∙유통
,부동산업,부동산·임대·중개,건설업
,자동차부품판매업,판매,판매∙유통
,일반서적출판업,출판·인쇄·사진,미디어·디자인
,일반화물자동차운송업,운송·운수·물류,판매∙유통
,인쇄물출판업,출판·인쇄·사진,미디어·디자인
,지상파방송업,방송사·케이블,미디어·디자인
,신문용지제조업,가구·목재·제지,제조·화학
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,플라스틱호스제조업,석유·화학·에너지,제조·화학
,플라스틱합성피혁제조업,석유·화학·에너지,제조·화학
,일반교습학원,학원·어학원,교육업
,식물성유지제조업,석유·화학·에너지,제조·화학
,태양력발전업,석유·화학·에너지,제조·화학
,위험물품보관업,운송·운수·물류,판매∙유통
,식품첨가물제조업,식품가공·개발,제조·화학
,상품종합도매업,유통·무역·상사,판매∙유통
,전자부품제조업,전기·전자·제어,제조·화학
,화장품제조업,화장품·뷰티,제조·화학
,임시일용인력공급업,시설관리·경비·용역,서비스업
,골프장운영업,레저·스포츠·여가,서비스업
,디스플레이제조용기계제조업,기계·설비·자동차,제조·화학
,임시일용인력공급업,시설관리·경비·용역,서비스업
,비주거용건물임대업,부동산·임대·중개,건설업
,합성수지플라스틱물질제조업,석유·화학·에너지,제조·화학
,프로그램공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,비주거용건물개발공급업,건설·건축·토목·시공,건설업
,신용조사추심대행업,은행·금융·저축,은행·금융업
,석탄화학계화합물기초유기화학물질제조업,석유·화학·에너지,제조·화학
,일반영화비디오물제작업,영화·배급·음악,미디어·디자인
,지주회사,기타금융,은행·금융업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,교육지원서비스업,학원·어학원,교육업
,아파트건설업,건설·건축·토목·시공,건설업
,광고대행업,광고·홍보·전시,미디어·디자인
,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
,사업지원서비스업,기타서비스업,서비스업
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,소주제조업,식품가공·개발,제조·화학
,부동산업,부동산·임대·중개,건설업
,항공여객운송업,운송·운수·물류,판매∙유통
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,복합비료화학비료제조업,석유·화학·에너지,제조·화학
,신문발행업,출판·인쇄·사진,미디어·디자인
,게임소프트웨어개발공급업,게임,IT·웹·통신
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,지주회사,기타금융,은행·금융업
,건축설계관련서비스업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,주거용부동산관리업,부동산·임대·중개,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,비주거용건물개발공급업,건설·건축·토목·시공,건설업
,상품종합도매업,유통·무역·상사,판매∙유통
,자료처리호스팅포털인터넷정보매개서비스업,웹에이젼시,IT·웹·통신
,사업지원서비스업,기타서비스업,서비스업
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,전자기측정시험분석기구제조업,전기·전자·제어,제조·화학
,제련정련합금제조업,금속·재료·철강·요업,제조·화학
,사행시설관리운영업,시설관리·경비·용역,서비스업
,광섬유케이블제조업,반도체·광학·LCD,제조·화학
,상품종합도매업,유통·무역·상사,판매∙유통
,광고업,광고·홍보·전시,미디어·디자인
,화력발전업,석유·화학·에너지,제조·화학
,체인화편의점,유통·무역·상사,판매∙유통
,스포츠클럽운영업,레저·스포츠·여가,서비스업
,시스템소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,증류기열교환기가스발생기제조업,기계·설비·자동차,제조·화학
,증기온수공기조절공급업,환경·설비,건설업
,콜센터텔레마케팅서비스업,기타서비스업,서비스업
,증기온수공기조절공급업,환경·설비,건설업
,발전업,석유·화학·에너지,제조·화학
,텔레비전방송업,방송사·케이블,미디어·디자인
,상품종합도매업,유통·무역·상사,판매∙유통
,강선건조업,조선·항공·우주,제조·화학
,자동차차체용신품부품제조업,기계·설비·자동차,제조·화학
,해체선별원료재생업,금속·재료·철강·요업,제조·화학
,전자감지장치제조업,전기·전자·제어,제조·화학
,의약품도매업,유통·무역·상사,판매∙유통
,상품종합도매업,유통·무역·상사,판매∙유통
,지주회사,기타금융,은행·금융업
,소주제조업,식품가공·개발,제조·화학
,경영컨설팅업,연구소·컨설팅·조사,기관∙협회
,건설채광용기계장비제조업,기계·설비·자동차,제조·화학
,지주회사,기타금융,은행·금융업
,항공여객운송업,운송·운수·물류,판매∙유통
,볼트너트류제조업,기타제조업,제조·화학
,아연제련정련합금제조업,금속·재료·철강·요업,제조·화학
,지주회사,기타금융,은행·금융업
,정보서비스업,IT컨설팅,IT·웹·통신
,전문직별공사업,건설·건축·토목·시공,건설업
,도매상품중개업,유통·무역·상사,판매∙유통
,육류가공업,식품가공·개발,제조·화학
,비철금속제조업,기계·설비·자동차,제조·화학
,신발제조업,섬유·의류·패션,제조·화학
,디지털적층성형기계제조업,기계·설비·자동차,제조·화학
,전기공사업,환경·설비,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,주정제조업,석유·화학·에너지,제조·화학
,일반화물자동차운송업,운송·운수·물류,판매∙유통
,자동차신품판매업,판매,판매∙유통
,일반서적출판업,출판·인쇄·사진,미디어·디자인
,토목시설물건설업,건설·건축·토목·시공,건설업
,부동산개발공급업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,부동산개발공급업,건설·건축·토목·시공,건설업
,의약품도매업,유통·무역·상사,판매∙유통
,아파트건설업,건설·건축·토목·시공,건설업
,부동산개발공급업,건설·건축·토목·시공,건설업
,육류가공업,식품가공·개발,제조·화학
,상품종합도매업,유통·무역·상사,판매∙유통
,소주제조업,식품가공·개발,제조·화학
,동물용사료조제식품제조업,기타제조업,제조·화학
,세제화장품광택제제조업,화장품·뷰티,제조·화학
,부동산업,부동산·임대·중개,건설업
,부동산중개대리업,부동산·임대·중개,건설업
,부동산개발공급업,건설·건축·토목·시공,건설업
,부동산개발공급업,건설·건축·토목·시공,건설업
,포털인터넷정보매개서비스업,웹에이젼시,IT·웹·통신
,유선온라인게임소프트웨어개발공급업,게임,IT·웹·통신
,음악오디오물출판업,영화·배급·음악,미디어·디자인
,커피가공업,외식업·식음료,서비스업
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,석탄화학계화합물기초유기화학물질제조업,석유·화학·에너지,제조·화학
,항공기용부품제조업,조선·항공·우주,제조·화학
,골프장운영업,레저·스포츠·여가,서비스업
,전자부품제조업,전기·전자·제어,제조·화학
,경비경호서비스업,시설관리·경비·용역,서비스업
,부동산개발공급업,건설·건축·토목·시공,건설업
,광고대행업,광고·홍보·전시,미디어·디자인
,게임소프트웨어개발공급업,게임,IT·웹·통신
,컴퓨터주변장치소프트웨어도매업,유통·무역·상사,판매∙유통
,전기장비제조업,전기·전자·제어,제조·화학
,태양력발전업,석유·화학·에너지,제조·화학
,비주거용건물임대업,부동산·임대·중개,건설업
,비주거용건물임대업,부동산·임대·중개,건설업
,손해사정업,은행·금융·저축,은행·금융업
,프로그램공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,일반용도료관련제품제조업,석유·화학·에너지,제조·화학
,아파트건설업,건설·건축·토목·시공,건설업
,종이원지판지종이상자도매업,유통·무역·상사,판매∙유통
,기체여과기제조업,기계·설비·자동차,제조·화학
,옥외시설물축조관련전문공사업,환경·설비,건설업
,일반화물자동차운송업,운송·운수·물류,판매∙유통
,콘크리트철근공사업,건설·건축·토목·시공,건설업
,비주거용건물개발공급업,건설·건축·토목·시공,건설업
,전기통신업,네트워크·통신·모바일,IT·웹·통신
,외항화물운송업,운송·운수·물류,판매∙유통
,치킨전문점,외식업·식음료,서비스업
,지상파방송업,방송사·케이블,미디어·디자인
,경영컨설팅업,연구소·컨설팅·조사,기관∙협회
,경영컨설팅업,연구소·컨설팅·조사,기관∙협회
,섬유제품제조업,섬유·의류·패션,제조·화학
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,의료용품의약관련제품제조업,제약·보건·바이오,의료·제약·복지
,석탄화학계화합물기초유기화학물질제조업,석유·화학·에너지,제조·화학
,부동산임대업,부동산·임대·중개,건설업
,액체연료관련제품도매업,유통·무역·상사,판매∙유통
,다이오드트랜지스터유사반도체소자제조업,반도체·광학·LCD,제조·화학
,비주거용건물임대업,부동산·임대·중개,건설업
,모터사이클부품소매업,판매,판매∙유통
,회사본부경영컨설팅서비스업,연구소·컨설팅·조사,기관∙협회
,택배업,운송·운수·물류,판매∙유통
,골프장운영업,레저·스포츠·여가,서비스업
,방문판매업,판매,판매∙유통
,건강기능식품제조업,식품가공·개발,제조·화학
,건설장비운영업,시설관리·경비·용역,서비스업
,시스템소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,전문과학기술서비스업,연구소·컨설팅·조사,기관∙협회
,전기통신업,네트워크·통신·모바일,IT·웹·통신
,컴퓨터시스템통합자문구축서비스업,IT컨설팅,IT·웹·통신
,무선위성통신업,네트워크·통신·모바일,IT·웹·통신
,전기통신공사업,환경·설비,건설업
,정보서비스업,IT컨설팅,IT·웹·통신
,정보서비스업,IT컨설팅,IT·웹·통신
,데이터베이스온라인정보제공업,솔루션·SI·ERP·CRM,IT·웹·통신
,위성방송업,방송사·케이블,미디어·디자인
,스포츠클럽운영업,레저·스포츠·여가,서비스업
,데이터베이스온라인정보제공업,솔루션·SI·ERP·CRM,IT·웹·통신
,담배제품제조업,식품가공·개발,제조·화학
,의학약학연구개발업,연구소·컨설팅·조사,기관∙협회
,임시일용인력공급업,시설관리·경비·용역,서비스업
,부동산업,부동산·임대·중개,건설업
,부동산업,부동산·임대·중개,건설업
,통신재판매업,판매,판매∙유통
,통신방송장비부품도매업,유통·무역·상사,판매∙유통
,응용소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,통신재판매업,판매,판매∙유통
,금융업,은행·금융·저축,은행·금융업
,통관대리관련서비스업,호텔·여행·항공,서비스업
,볼트너트류제조업,기타제조업,제조·화학
,합성섬유제조업,섬유·의류·패션,제조·화학
,화학물질화학제품도매업,유통·무역·상사,판매∙유통
,플라스틱물질합성고무도매업,유통·무역·상사,판매∙유통
,화학제품제조업,석유·화학·에너지,제조·화학
,엔지니어링서비스업,연구소·컨설팅·조사,기관∙협회
,자동차엔진용신품부품제조업,기계·설비·자동차,제조·화학
,임시일용인력공급업,시설관리·경비·용역,서비스업
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,인쇄회로기판전자부품실장기판제조업,전기·전자·제어,제조·화학
,산업용가스제조업,석유·화학·에너지,제조·화학
,비주거용건물임대업,부동산·임대·중개,건설업
,시외버스운송업,운송·운수·물류,판매∙유통
,무선통신장비제조업,네트워크·통신·모바일,IT·웹·통신
,응용소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,해상운송업,운송·운수·물류,판매∙유통
,액정표시장치제조업,반도체·광학·LCD,제조·화학
,피복충전용접봉제조업,금속·재료·철강·요업,제조·화학
,운송장비조립용플라스틱제품제조업,석유·화학·에너지,제조·화학
,부동산임대업,부동산·임대·중개,건설업
,절연선케이블제조업,전기·전자·제어,제조·화학
,상품종합도매업,유통·무역·상사,판매∙유통
,화장품제조업,화장품·뷰티,제조·화학
,비철금속제조업,기계·설비·자동차,제조·화학
,자료처리업,출판·인쇄·사진,미디어·디자인
,화장품화장용품도매업,유통·무역·상사,판매∙유통
,대형마트,판매,판매∙유통
,열간압연압출제품제조업,금속·재료·철강·요업,제조·화학
,기체여과기제조업,기계·설비·자동차,제조·화학
,지주회사,기타금융,은행·금융업
,지주회사,기타금융,은행·금융업
,금융투자업,은행·금융·저축,은행·금융업
,컴퓨터주변장치소프트웨어도매업,유통·무역·상사,판매∙유통
,비주거용건물임대업,부동산·임대·중개,건설업
,비디오영상기기제조업,기계·설비·자동차,제조·화학
,일반용도료관련제품제조업,석유·화학·에너지,제조·화학
,사료도매업,유통·무역·상사,판매∙유통
,위생용산업용도자기제조업,금속·재료·철강·요업,제조·화학
,과자류코코아제품제조업,식품가공·개발,제조·화학
,부동산개발공급업,건설·건축·토목·시공,건설업
,상품종합도매업,유통·무역·상사,판매∙유통
,구조용금속제품제조업,금속·재료·철강·요업,제조·화학
,윤활유그리스제조업,석유·화학·에너지,제조·화학
,임시일용인력공급업,시설관리·경비·용역,서비스업
,부동산개발공급업,건설·건축·토목·시공,건설업
,인쇄회로기판전자부품실장기판제조업,전기·전자·제어,제조·화학
,일반교습학원,학원·어학원,교육업
,교육서비스업,학원·어학원,교육업
,디스플레이제조용기계제조업,기계·설비·자동차,제조·화학
,부동산업,부동산·임대·중개,건설업
,원자력발전업,석유·화학·에너지,제조·화학
,부동산개발공급업,건설·건축·토목·시공,건설업
,경영컨설팅업,연구소·컨설팅·조사,기관∙협회
,플라스틱제품제조업,석유·화학·에너지,제조·화학
,도로건설업,건설·건축·토목·시공,건설업
,수상화물취급업,운송·운수·물류,판매∙유통
,수상화물취급업,운송·운수·물류,판매∙유통
,토목건설업,건설·건축·토목·시공,건설업
,압연압출연신제품제조업,금속·재료·철강·요업,제조·화학
,금속단조제품제조업,금속·재료·철강·요업,제조·화학
,통관대리관련서비스업,호텔·여행·항공,서비스업
,산업용송풍기배기장치제조업,기계·설비·자동차,제조·화학
,가방보호용케이스제조업,생활용품·소비재·사무,제조·화학
,금속제품도매업,유통·무역·상사,판매∙유통
,인쇄회로기판용적층판제조업,전기·전자·제어,제조·화학
,반도체제조용기계제조업,반도체·광학·LCD,제조·화학
,금속절삭기계제조업,금속·재료·철강·요업,제조·화학
,금속포장용기제조업,금속·재료·철강·요업,제조·화학
,선박구성부분품제조업,조선·항공·우주,제조·화학
,전자상거래소매중개업,유통·무역·상사,판매∙유통
,식료품담배중개업,유통·무역·상사,판매∙유통
,무선통신장비제조업,네트워크·통신·모바일,IT·웹·통신
,화장품제조업,화장품·뷰티,제조·화학
,비철금속제련정련합금제조업,기계·설비·자동차,제조·화학
,건축기술엔지니어링관련기술서비스업,건설·건축·토목·시공,건설업
,영상음향기기제조업,기계·설비·자동차,제조·화학
,액정표시장치제조업,반도체·광학·LCD,제조·화학
,산업용섬유세척염색정리가공기계제조업,기계·설비·자동차,제조·화학
,콜센터텔레마케팅서비스업,기타서비스업,서비스업
,부동산개발공급업,건설·건축·토목·시공,건설업
,전자상거래소매중개업,유통·무역·상사,판매∙유통
,유선방송업,방송사·케이블,미디어·디자인
,유선방송업,방송사·케이블,미디어·디자인
,유선방송업,방송사·케이블,미디어·디자인
,컴퓨터시스템통합자문구축서비스업,IT컨설팅,IT·웹·통신
,골프장운영업,레저·스포츠·여가,서비스업
,특수목적용기계제조업,기계·설비·자동차,제조·화학
,사업지원서비스업,기타서비스업,서비스업
,골프장운영업,레저·스포츠·여가,서비스업
,특수목적용기계제조업,기계·설비·자동차,제조·화학
,지정외폐기물처리업,환경,제조·화학
,폐수처리업,환경·설비,건설업
,하수처리업,환경·설비,건설업
,다이오드트랜지스터유사반도체소자제조업,반도체·광학·LCD,제조·화학
,전자집적회로제조업,전기·전자·제어,제조·화학
,항공여객운송업,운송·운수·물류,판매∙유통
,절연선케이블제조업,전기·전자·제어,제조·화학
,의약품도매업,유통·무역·상사,판매∙유통
,프로그램공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,합성섬유제조업,섬유·의류·패션,제조·화학
,일반교과학원,학원·어학원,교육업
,사행시설관리운영업,시설관리·경비·용역,서비스업
,사행시설관리운영업,시설관리·경비·용역,서비스업
,호텔업,호텔·여행·항공,서비스업
,여행사업,호텔·여행·항공,서비스업
,밸브유사장치제조업,기타제조업,제조·화학
,과자류제조업,식품가공·개발,제조·화학
,전기공급제어장치제조업,전기·전자·제어,제조·화학
,전자부품제조업,전기·전자·제어,제조·화학
,운송관련서비스업,운송·운수·물류,판매∙유통
,면류마카로니유사식품제조업,식품가공·개발,제조·화학
,곡물가공품전분전분제품제조업,식품가공·개발,제조·화학
,동물용사료조제식품제조업,기타제조업,제조·화학
,화학살균살충제농업용약제제조업,석유·화학·에너지,제조·화학
,포장용유리용기제조업,금속·재료·철강·요업,제조·화학
,신문발행업,출판·인쇄·사진,미디어·디자인
,오프셋인쇄업,출판·인쇄·사진,미디어·디자인
,부동산업,부동산·임대·중개,건설업
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,부동산개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,냉장냉동창고업,운송·운수·물류,판매∙유통
,산업용기계장비도매업,유통·무역·상사,판매∙유통
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,주형금형제조업,금속·재료·철강·요업,제조·화학
,수상운송업,운송·운수·물류,판매∙유통
,제철제강합금철제조업,금속·재료·철강·요업,제조·화학
,일차전지축전지제조업,전기·전자·제어,제조·화학
,토목시설물건설업,건설·건축·토목·시공,건설업
,경영컨설팅업,연구소·컨설팅·조사,기관∙협회
,엔지니어링서비스업,연구소·컨설팅·조사,기관∙협회
,건축설계관련서비스업,건설·건축·토목·시공,건설업
,비철금속압연압출연신제품제조업,기계·설비·자동차,제조·화학
,철강제조업,금속·재료·철강·요업,제조·화학
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,직원훈련기관,전문·기능학원,교육업
,상품중개업,유통·무역·상사,판매∙유통
,정형내화요업제품제조업,금속·재료·철강·요업,제조·화학
,산업생산시설종합건설업,건설·건축·토목·시공,건설업
,금속제품도매업,유통·무역·상사,판매∙유통
,사무상업용공공기관용건물건설업,건설·건축·토목·시공,건설업
,합금철제조업,금속·재료·철강·요업,제조·화학
,철강제조업,금속·재료·철강·요업,제조·화학
,생활용유리요업목재금속제품날붙이도매업,유통·무역·상사,판매∙유통
